,id,idPage,name,message,picture,link,created_time,status_type,reactions_count,likes_count,comments_count,topics_l2,topics_l3,keyword:topic_l2,keyword:topic_l3
79,176688316811_10153268189446812,176688316811,Vodafone CZ,Už od dubna můžete mít s rodinou tarif Red+ a všichni využít výhod neomezeného volání. Jak se na nový rodinný tarif dívá MobilMania.cz?,https://external.xx.fbcdn.net/safe_image.php?d=AQANXJ9VZkAB7eGj&w=130&h=130&url=http%3A%2F%2Fwww.mobilmania.cz%2Fgetthumbnail.aspx%3Fq%3D100%26height%3D50000%26width%3D1500%26id_file%3D133116007&cfs=1,http://www.mobilmania.cz/clanky/red-vodafone-odstartoval-eru-rodinnych-tarifu/sc-3-a-1330161/default.aspx,2015-03-27T15:57:32+0000,shared_story,59,59,23,ekonomie|marketing,ekonomie|doprava|podnikání|obchod,"tarif:ekonomie,ekonomie,marketing,marketing","tarif:ekonomie,ekonomie,doprava,doprava,podnikání,podnikání,obchod,obchod"
80,176688316811_10153270935576812,176688316811,Vodafone CZ,"Tak, máme hotovo! Plánovaná odstávka skončila a samoobsluha muj.vodafone.cz je vám opět k dispozici. Děkujeme za strpení a přejeme krásný zbytek víkendu.",https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/10422257_10153270934181812_4339857043829334847_n.png?oh=0c7a5d3b440ec8b74782924d00281542&oe=57FE1CC8,https://www.facebook.com/vodafoneCZ/photos/a.202414481811.133181.176688316811/10153270934181812/?type=3,2015-03-28T18:07:47+0000,added_photos,59,59,17,obchod|provincie|thajské_provincie|části_států_nejvyšší_úrovně|administrativní_dělení_thajska|budovy|prodejny|dny_v_týdnu|mikroekonomie|maloobchod|každodenní_život|ekonomika|služby|dny,služby|ekonomie|obchod|části_států|podnikání,"víkend:dny_v_týdnu,dny|samoobsluha:obchod,budovy,prodejny,mikroekonomie,maloobchod,každodenní_život,ekonomika,služby|tak:provincie,thajské_provincie,části_států_nejvyšší_úrovně,administrativní_dělení_thajska","samoobsluha:služby,ekonomie,obchod,podnikání|tak:části_států"
81,176688316811_10153274831296812,176688316811,Vodafone CZ,"Chyběla vám pomoc přes chat? Psali jste si o něj, tak tady ho máte! V Centru péče, samoobsluze Můj Vodafone i na eShopu vám rádi poradíme i online.",https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/10989235_10153274826796812_7627315747968155704_n.png?oh=87f54b36029edf6724e66469be6e80ba&oe=582E79A4,https://www.facebook.com/vodafoneCZ/photos/a.202414481811.133181.176688316811/10153274826796812/?type=3,2015-03-30T09:34:38+0000,added_photos,450,450,35,dorozumívání|služby|obchod,společnost|služby,"samoobsluha:služby,obchod|chat:dorozumívání|online:dorozumívání,služby","samoobsluha:společnost,služby|chat:společnost|online:společnost,služby"
82,176688316811_10153279919691812,176688316811,Vodafone CZ,"Je tu aprílový tip, jak napálit kamaráda s iPhonem. Vystřelte si z něj tímhle neškodným vtípkem. Jak na to?

1. Stáhněte si animovaný gif nekonečného psaní (tři tečky): http://tam.je/tritecky
2. Pošlete mu ji uprostřed zprávy. Bude to vypadat, že donekonečna píšete, zatímco on se zblázní nedočkavostí.",https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/11080884_10153279918236812_5380121128793035949_n.png?oh=1b3c5bd7c63a113d98007199dbbc59a0&oe=582A563D,https://www.facebook.com/vodafoneCZ/photos/a.202414481811.133181.176688316811/10153279918236812/?type=3,2015-04-01T13:19:57+0000,added_photos,68,68,9,tur|tuři|souborové_formáty|stupeň_ohrožení|zranitelné_druhy|literatura,literatura|umění,"zpráva:literatura|gif:souborové_formáty|jak:tur,tur,tuři,tuři,stupeň_ohrožení,stupeň_ohrožení,zranitelné_druhy,zranitelné_druhy","zpráva:literatura,umění"
83,176688316811_10153283935961812,176688316811,Vodafone CZ,"������ Pozor, pozor! Od dubna měníme účet: číslo zůstává stejné, pouze jsme změnili banku. Nově můžete pro jednorázové platby (bankovním převodem nebo složenkou) využít účet 
������ 117292/0300 ������ 
Inkasa nebo jiných způsobů plateb se změna netýká. Děkujeme za pozornost, konec hlášení. ������",,,2015-04-03T08:30:06+0000,mobile_status_update,63,63,28,finance|psychologie|psychologické_pojmy|banky|platby,ekonomie|psychologie,"pozornost:psychologie,psychologické_pojmy|účet:finance,finance|inkaso:finance,banky,platby|platba:platby|složenka:finance,banky,platby","pozornost:psychologie|účet:ekonomie,ekonomie|inkaso:ekonomie|platba:ekonomie|složenka:ekonomie"
84,176688316811_10153294545581812,176688316811,Vodafone CZ,"Na #mobileDrink v Brně byla spousta mobilních hraček, zajímavosti z Vodafonu, skvělá zábava a pohodová atmosféra. Tak zase příště v jiném městě :-) http://mobilenet.cz/clanky/mobiledrink-4-v-brne-zelene-pivo-a-samsung-galaxy-s6-zive-19689",https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/11023299_10153294552191812_2094819993_n.jpg?oh=80f0d15af287a692e25ab4ae3284632d&oe=5835B45E,https://www.facebook.com/vodafoneCZ/videos/10153294545581812/,2015-04-07T17:48:48+0000,added_video,33,33,4,přístroje|planetologie|planetární_sféry|obory_a_disciplíny_astronomie|kultura|vědy_o_zemi|provincie|thajské_provincie|části_států_nejvyšší_úrovně|administrativní_dělení_thajska|osobní_život|astrofyzika|zábava_a_volný_čas|články_přeložené_z_plwiki|obory_a_disciplíny_fyziky|meteorologie|interdisciplinární_oblasti,planetologie|obory_a_disciplíny_astronomie|astronomie|obory_a_disciplíny_podle_věd|přírodní_vědy|části_států,"zábava:kultura,osobní_život,zábava_a_volný_čas|tak:provincie,thajské_provincie,části_států_nejvyšší_úrovně,administrativní_dělení_thajska|atmosféra:přístroje,planetologie,planetární_sféry,obory_a_disciplíny_astronomie,vědy_o_zemi,astrofyzika,články_přeložené_z_plwiki,obory_a_disciplíny_fyziky,meteorologie,interdisciplinární_oblasti","tak:části_států|atmosféra:planetologie,obory_a_disciplíny_astronomie,astronomie,obory_a_disciplíny_podle_věd,přírodní_vědy"
85,176688316811_10153296488361812,176688316811,Vodafone CZ,"S námi se bát přijímacího řízení nemusíte! Ve spolupráci s GE Money Bank jsme si pro vás přichystali workshop, kde probereme vše od motivačního dopisu až po samotný pohovor. Nastartujte svou kariéru a vyhrajte týdenní stáž u Vodafonu! Více na: http://tam.je/geworkshop",https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/10360387_10153296411361812_2695004299893904363_n.png?oh=0e2348b9ffd0b44d9d1c712fc4518750&oe=57FA7B3A,https://www.facebook.com/vodafoneCZ/photos/a.202414481811.133181.176688316811/10153296411361812/?type=3,2015-04-08T15:17:12+0000,added_photos,191,191,7,sociologické_pojmy|vzniklo_1953|general_electric|vysoké_školy_v_praze|unix|sociální_struktura|vysoké_školy_v_československu|fotografické_firmy|jednotky|firmy_v_usa|sociologie|strojírenské_firmy_v_usa|žižkov|svobodný_software|nadnárodní_společnosti,sociologie|sociologické_pojmy|firmy_podle_zemí,"bát:jednotky|ge_money:general_electric,fotografické_firmy,firmy_v_usa,strojírenské_firmy_v_usa,nadnárodní_společnosti|kde:unix,svobodný_software|vše:vzniklo_1953,vysoké_školy_v_praze,vysoké_školy_v_československu,žižkov|kariéra:sociologické_pojmy,sociální_struktura,sociologie|ge_money_bank:general_electric,fotografické_firmy,firmy_v_usa,strojírenské_firmy_v_usa,nadnárodní_společnosti","workshop:sociologické_pojmy|kariéra:sociologie,sociologické_pojmy|ge_money:firmy_podle_zemí|ge_money_bank:firmy_podle_zemí"
86,176688316811_10153298832706812,176688316811,Vodafone CZ,"Nemůžete se dočkat nového Samsungu Galaxy S6? Mějte jej jako první navíc i s bezdrátovou nabíjecí podložkou a obalem! Registrujte se a získejte ty nejčerstvější informace o spuštění prodeje. 
Více na: http://tam.je/samsung-s6",https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/21295_10153298832231812_5298521482775502125_n.png?oh=23a762183d3941ff108a5ab003fb4562&oe=5826D3BD,https://www.facebook.com/vodafoneCZ/photos/a.10150704550061812.428351.176688316811/10153298832231812/?type=3,2015-04-09T03:45:00+0000,added_photos,27,27,4,podnikání|ekonomie|služby|obchod|filosofie,ekonomie|humanitní_a_společenské_vědy,"informace:filosofie|prodej:podnikání,ekonomie,služby,obchod","informace:humanitní_a_společenské_vědy|prodej:ekonomie,humanitní_a_společenské_vědy"
87,176688316811_10153301278366812,176688316811,Vodafone CZ,"Máte novější iPhone 5c/5s/6/6 Plus? Zbystřete. S novým iOS 8.3 se připojíte i k LTE na frekvenci 2100 MHz, které bude dostupné téměř ve všech městech do konce léta. Podívejte se do mapy na http://tam.je/fbmapasite a zjistíte, kde ho využijete už dnes.",https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/11130211_10153301277071812_4356051640193167750_n.png?oh=5cdb7075c7506cb66c6eb09f363bd2d6&oe=57FA059F,https://www.facebook.com/vodafoneCZ/photos/a.202414481811.133181.176688316811/10153301277071812/?type=3,2015-04-10T15:58:13+0000,added_photos,59,59,18,ostrovy_egejského_moře|obce|unix|kartografie|diagramy|kyklady|čas|svobodný_software|ostrovy_řecka|egejské_moře|fyzikální_veličiny|fyzika,fyzika|egejské_moře,"léto:čas|mapa:kartografie,diagramy|frekvence:fyzikální_veličiny,fyzika|kde:unix,svobodný_software|město:obce|ios:ostrovy_egejského_moře,kyklady,ostrovy_řecka,egejské_moře|dnes:čas,fyzikální_veličiny",ios:egejské_moře|dnes:fyzika|frekvence:fyzika
88,176688316811_10153303644201812,176688316811,Vodafone CZ,"Něco pro domácí kutily, originální #SelfieStick.",https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/11136650_10153301297606812_5122360730898120655_n.png?oh=2b09aea3ecc717c0fc0f1863fb637230&oe=5834FE11,https://www.facebook.com/vodafoneCZ/photos/a.202414481811.133181.176688316811/10153301297606812/?type=3,2015-04-11T17:21:00+0000,added_photos,34,34,1,,,,
89,176688316811_10153308930936812,176688316811,Vodafone CZ,"Jaro je tu v plné síle a i my posilujeme naši nabídku telefonů. Vybrat si můžete například:

► První Lumii 535 od Microsoftu: http://tam.je/microsoftlumia535
► Robustní Huawei G7: http://tam.je/huaweig7
► Dostupný LG Leon 4G LTE: http://tam.je/lgleonlte

Všechny nové telefony najdete v našem eShopu:
http://tam.je/fbtelefony",https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/11068181_10153308752671812_5491561919790759481_n.png?oh=3b26fc109c4837c1fd23fb7a6c55e40c&oe=582E385F,https://www.facebook.com/vodafoneCZ/photos/a.202414481811.133181.176688316811/10153308752671812/?type=3,2015-04-13T16:41:02+0000,added_photos,42,42,9,telekomunikace|počítačové_sítě|audiotechnika|telefonie,telekomunikace|inženýrské_sítě|dorozumívání|služby|firmy_podle_zemí,"huawei:telekomunikace|telefon:telekomunikace,telekomunikace,počítačové_sítě,počítačové_sítě,audiotechnika,audiotechnika,telefonie,telefonie","huawei:telekomunikace,inženýrské_sítě,dorozumívání,služby,firmy_podle_zemí|microsoft:firmy_podle_zemí|telefon:telekomunikace,telekomunikace,inženýrské_sítě,inženýrské_sítě,dorozumívání,dorozumívání,služby,služby"
90,176688316811_10153310873156812,176688316811,Vodafone CZ,"S jazykem na vestě běžíme životem, jako by to byl dostih, a chceme stihnout všechno. Kariéru, rodinu, zábavu, seberealizaci, cestování, přátele, sport i domácnost. Někde v půlce nám dojde, že to nejde. 
A co pak? Mrkněte na dubnové ČILICHILI ;)",https://external.xx.fbcdn.net/safe_image.php?d=AQBkGxUs6Gc0nnfi&w=130&h=130&url=https%3A%2F%2Ffbcdn-sphotos-c-a.akamaihd.net%2Fhphotos-ak-xpt1%2Ft31.0-8%2Fq84%2Fs720x720%2F10996015_10153310872821812_8282705803435826754_o.jpg&cfs=1,http://cilichili.cz/2015/4-zklidni-hormon/,2015-04-14T15:25:00+0000,shared_story,11,11,6,osobní_život|sociologické_pojmy|sociální_psychologie,sociologie|sociální_psychologie,"rodina:osobní_život,sociologické_pojmy,sociální_psychologie|sport:osobní_život|kariéra:sociologické_pojmy,sociální_psychologie|seberealizace:osobní_život,sociální_psychologie|zábava:osobní_život","rodina:sociologie,sociální_psychologie|sport:sociální_psychologie|kariéra:sociologie,sociální_psychologie|seberealizace:sociologie,sociální_psychologie|zábava:sociologie,sociální_psychologie"
91,176688316811_10153316463786812,176688316811,Vodafone CZ,Co děláte s novým telefonem jako první vy? :),https://scontent.xx.fbcdn.net/v/l/t1.0-0/s130x130/11138121_10153315998356812_9222320971846547529_n.png?oh=69bcc90ecfed192086799503821f2d81&oe=5835A5CE,https://www.facebook.com/vodafoneCZ/photos/a.202414481811.133181.176688316811/10153315998356812/?type=3,2015-04-16T17:02:00+0000,added_photos,108,108,47,telekomunikace|telefonie|audiotechnika|počítačové_sítě,telekomunikace|audiotechnika|počítačové_sítě|inženýrské_sítě|počítače|hudební_technika|dorozumívání|zvuk|služby|telefonie|technika,"telefon:telekomunikace,telefonie,audiotechnika,počítačové_sítě","telefon:telekomunikace,audiotechnika,počítačové_sítě,inženýrské_sítě,počítače,hudební_technika,dorozumívání,zvuk,služby,telefonie,technika"
92,176688316811_10153318617746812,176688316811,Vodafone CZ,S naším Turbo Internetem se prostě nezaseknete. Je tu naše nová reklama! Líbí? Více na: http://tam.je/stahovanibezsekani,https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/10897508_10153318621021812_250816825_n.jpg?oh=0634cc430bbba003fa6a8312b278bfb6&oe=5828528E,https://www.facebook.com/vodafoneCZ/videos/10153318617746812/,2015-04-19T17:20:00+0000,added_video,375,375,58,sdělovací_prostředky|počítačové_sítě|dorozumívání|společenské_instituce|zábava_a_volný_čas|žurnalistika,dorozumívání|společnost,"reklama:sdělovací_prostředky,dorozumívání,společenské_instituce,zábava_a_volný_čas,žurnalistika|internet:sdělovací_prostředky,počítačové_sítě,dorozumívání,společenské_instituce,zábava_a_volný_čas,žurnalistika","reklama:dorozumívání,společnost|internet:dorozumívání,společnost"
93,176688316811_10153325366176812,176688316811,Vodafone CZ,Užijte si stahování bez sekání. Zrychlujeme Turbo Internet. Více na: http://tam.je/stahovanibezsekani,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/11174967_10153325364831812_3374777680224292226_n.png?oh=2194d6a08f5d2f92a67bdb1269f8a4c2&oe=58293820,https://www.facebook.com/vodafoneCZ/photos/a.10150704550061812.428351.176688316811/10153325364831812/?type=3,2015-04-20T02:18:00+0000,added_photos,45,45,20,počítačové_sítě|sdělovací_prostředky|botanické_čeledi|štětkotvaré|okrasné_rostliny|kulturní_rostliny|dorozumívání|informační_zdroje|botanika|pižmovkovité|zahradnictví|společenské_instituce|zábava_a_volný_čas|počítače|zahradní_rostliny|vyhledávání_informací|rozlehlé_sítě|telekomunikace|prvky_zahradní_architektury|žurnalistika,dorozumívání|telekomunikace|počítačové_sítě|společnost|kulturní_rostliny|zemědělství|zahradnictví|zábava_a_volný_čas|počítače|botanické_řády,"bez:botanické_čeledi,štětkotvaré,okrasné_rostliny,kulturní_rostliny,botanika,pižmovkovité,zahradnictví,zahradní_rostliny,prvky_zahradní_architektury|internet:počítačové_sítě,sdělovací_prostředky,dorozumívání,informační_zdroje,společenské_instituce,zábava_a_volný_čas,počítače,vyhledávání_informací,rozlehlé_sítě,telekomunikace,žurnalistika","bez:kulturní_rostliny,zemědělství,zahradnictví,botanické_řády|internet:dorozumívání,telekomunikace,počítačové_sítě,společnost,zábava_a_volný_čas,počítače"
94,176688316811_10153328030186812,176688316811,Vodafone CZ,"Jak dopadla oprava sekačky na chalupě? Táta to má načtený, tak sledujte. Je tu naše druhá reklama. 

Více o Turbo Internetu na: http://tam.je/stahovanibezsekani",https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/1067316_10153328033431812_1914990068_n.jpg?oh=028d27c8b3555ea96655e8edfa95a3d4&oe=57FA7AAC,https://www.facebook.com/vodafoneCZ/videos/10153328030186812/,2015-04-21T15:30:00+0000,added_video,174,174,17,dorozumívání|technika|sdělovací_prostředky|rodičovství|zábava_a_volný_čas|technologie|rodina|bydlení|muž|společenské_instituce|počítačové_sítě|aplikované_vědy|žurnalistika,technika|společnost,"oprava:technika,technologie,aplikované_vědy|táta:rodičovství,rodina,muž|chalupa:bydlení|reklama:dorozumívání,sdělovací_prostředky,zábava_a_volný_čas,společenské_instituce,žurnalistika|internet:dorozumívání,sdělovací_prostředky,zábava_a_volný_čas,společenské_instituce,počítačové_sítě,žurnalistika","oprava:technika|chalupa:společnost|sekačka:technika|internet:technika,společnost|reklama:společnost|táta:společnost"
95,176688316811_10153333340716812,176688316811,Vodafone CZ,Kdy jste si naposledy s někým popovídali ve výtahu?,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/10923448_10153333340331812_912286190958591239_n.png?oh=98dbc0fed1e805b7ca5cf67a61af9910&oe=57E96363,https://www.facebook.com/vodafoneCZ/photos/a.202414481811.133181.176688316811/10153333340331812/?type=3,2015-04-23T16:02:54+0000,added_photos,52,52,17,zdvihadla|elektrická_trakce|výtahy|pevná_dopravní_zařízení,stroje|dopravní_prostředky,"výtah:zdvihadla,elektrická_trakce,výtahy,pevná_dopravní_zařízení","výtah:stroje,dopravní_prostředky"
96,176688316811_10153335444061812,176688316811,Vodafone CZ,"Jak to vypadá, když jedou lufťáci na venkov? Nechybí, ovce, králík ani otravné sousedky. Podívejte se na video z natáčení našich nových reklam!",https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/11085968_10153335457346812_1258315214_n.jpg?oh=32add0ef67478171a4961d54717d300c&oe=57EDBEE6,https://www.facebook.com/vodafoneCZ/videos/10153335444061812/,2015-04-26T16:10:00+0000,added_video,81,81,8,stavby_v_kraji_vysočina|dějiny_turecka|turecko|dějiny_podle_zemí,státy_evropy|dějiny_podle_zemí,"ani:dějiny_turecka,turecko,dějiny_podle_zemí|jedu:stavby_v_kraji_vysočina","ani:státy_evropy,dějiny_podle_zemí"
97,176688316811_10153343230531812,176688316811,Vodafone CZ,"V rámci programu Blesková pomoc věnuje Nadace Vodafone Česká republika grant ve výši 200 tisíc korun a zároveň spouštíme sbírku S.O.S. Nepál. 

Pomozte obětem zemětřesení i vy posláním DMS ve tvaru: 
► DMS NEPAL na číslo 87777. DMSky poslané humanitárním organizacím z naší sítě zdvojnásobíme.",https://external.xx.fbcdn.net/safe_image.php?d=AQC8jciwaBCDj8fq&w=130&h=130&url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQIQsjgSvZsC4pQkXp76V-xJRdy5azUVkWKGmAIzPwTUAS2VwLd5KxRFLjbp87fsUjNC0bjRIaTSjNtZ03LXDI8MvtYr_CmxG0lv-DhJhZRDkdvZoj0a1t5vmJxtomFJuYs2GiIGEpuJPiare7KjohRf&cfs=1,http://nadacevodafone.cz/co-je-noveho/nadace-vodafone-zdvoji-pomoc-zemetreseni-nepalu/?tc=fb_post,2015-04-27T16:06:42+0000,shared_story,320,320,31,přeložené_články|články_přeložené_z_skwiki,státy_a_území|články_přeložené_z_skwiki,"nepál:přeložené_články,články_přeložené_z_skwiki|pomoc:přeložené_články,články_přeložené_z_skwiki|tisíc:přeložené_články,články_přeložené_z_skwiki|zemětřesení:přeložené_články,články_přeložené_z_skwiki","zemětřesení:články_přeložené_z_skwiki|česká_republika:státy_a_území,články_přeložené_z_skwiki|nepál:státy_a_území,články_přeložené_z_skwiki|pomoc:články_přeložené_z_skwiki|tisíc:články_přeložené_z_skwiki"
98,176688316811_10153349171086812,176688316811,Vodafone CZ,"Neusínáme na vavřínech. Máme pokryto a teď je čas zrychlit! Do konce léta budou téměř všechna města v ČR frčet na rychlém mobilním internetu 4G LTE. 

Aktuální pokrytí ověříte na: http://tam.je/pokryti",https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/11173418_10153349171086812_7940439397718182391_n.png?oh=4709e291022111cdfd78be2014040f86&oe=57F4A0AA,https://www.facebook.com/vodafoneCZ/photos/a.202414481811.133181.176688316811/10153349171086812/?type=3,2015-04-29T08:00:25+0000,added_photos,403,403,143,obce|počítačové_sítě|čas|fyzikální_veličiny,obce|dorozumívání|veřejná_správa|čas|členění_území|fyzikální_veličiny,"město:obce|léto:čas|teď:čas,fyzikální_veličiny|čas:fyzikální_veličiny|internet:počítačové_sítě","město:obce,veřejná_správa,členění_území|léto:čas,fyzikální_veličiny|teď:čas,fyzikální_veličiny|čas:fyzikální_veličiny|internet:dorozumívání"
99,176688316811_10153352112526812,176688316811,Vodafone CZ,"My jsme na čarodějnice připraveni, a co vy? Pošlete nám fotku!",https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/10985422_10153352112526812_7272021203570047226_n.jpg?oh=1956d4d3c64c69a2b127c14e96159a5a&oe=582CCFF8,https://www.facebook.com/vodafoneCZ/photos/a.202414481811.133181.176688316811/10153352112526812/?type=3,2015-04-30T14:05:44+0000,added_photos,131,131,13,optika|fotogrammetrie|magie|fotografie|novopohanství|datové_nosiče|technologie|umění|antropologie_náboženství|aplikované_vědy,aplikované_vědy|fotografie|datové_nosiče,"fotka:optika,fotogrammetrie,fotografie,datové_nosiče,technologie,umění,aplikované_vědy|čarodějnice:magie,novopohanství,antropologie_náboženství","fotka:aplikované_vědy,fotografie,datové_nosiče"
100,176688316811_10153353922361812,176688316811,Vodafone CZ,"Mobily se mění, láska zůstává. Krásný 1. máj!",https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/21900_10153353922361812_4669207924289933708_n.png?oh=51c38aa60eb4d1f2d554834c60cd757b&oe=57F7DA3B,https://www.facebook.com/vodafoneCZ/photos/a.202414481811.133181.176688316811/10153353922361812/?type=3,2015-05-01T09:16:30+0000,added_photos,150,150,10,mobilní_zařízení|elektronika|mobilní_telefonie|meziosobní_vztahy|osobní_život,sociální_psychologie|společnost|elektrotechnika|každodenní_život,"láska:meziosobní_vztahy,osobní_život|mobil:mobilní_zařízení,elektronika,mobilní_telefonie","láska:sociální_psychologie,společnost,každodenní_život|mobil:společnost,elektrotechnika,každodenní_život"
101,176688316811_10153360256681812,176688316811,Vodafone CZ,"Dobrých nápadů není nikdy dost. Nenechte ten svůj umřít v šuplíku a přihlaste se do 10. května do soutěže Vodafone Nápad roku 2015. Zpětná vazba od profíků, mentoring, média a první cena 100 000 Kč. 

Více na : http://napadroku.cz",https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/11180598_10153360256681812_9136311383664763377_n.png?oh=e85b730fc88c2e3f7ebdf654e8c8096a&oe=57F87B6D,https://www.facebook.com/vodafoneCZ/photos/a.202414481811.133181.176688316811/10153360256681812/?type=3,2015-05-04T13:20:13+0000,added_photos,35,35,7,teorie_systémů|ekonomie,humanitní_a_společenské_vědy|teorie_systémů,"soutěž:teorie_systémů,ekonomie|zpětná_vazba:teorie_systémů,ekonomie|cena:ekonomie","soutěž:humanitní_a_společenské_vědy,teorie_systémů|zpětná_vazba:humanitní_a_společenské_vědy,teorie_systémů|cena:humanitní_a_společenské_vědy,teorie_systémů|mentoring:humanitní_a_společenské_vědy|nápad:humanitní_a_společenské_vědy,humanitní_a_společenské_vědy"
102,176688316811_10153361940836812,176688316811,Vodafone CZ,"Rozhodujete se pro nový telefon? Podle recenze iDnes je nový Vodafone Smart prime 6 zatím jednoznačně nejlepší koupí roku! Za 3277 Kč dostanete čtyřjádrový procesor, HD displej, podporu LTE a nechybí ani Android 5 Lollipop.

Koupíte na: http://tam.je/vodafonesmartprime6",https://external.xx.fbcdn.net/safe_image.php?d=AQDmb7z8g3E_S6mH&w=130&h=130&url=http%3A%2F%2Fi.idnes.cz%2F15%2F051%2Fcl6%2FVOK5af4f3_vodafone_smart_prime_6_19.jpg&cfs=1,http://mobil.idnes.cz/test-vodafone-smart-prime-6-dd1-/telefony.aspx?c=A150501_205755_telefony_vok,2015-05-05T11:52:23+0000,shared_story,76,76,46,vzniklo_ve_21._století|open_handset_alliance|linuxové_distribuce|umělá_inteligence|2014|dějiny_podle_zemí|počítačové_platformy|android_(operační_systém)|nadnárodní_společnosti|google|dějiny_turecka|vzniklo_2014|věda|německé_automobilky|turecko|roboti|operační_systémy_pro_mobilní_zařízení,kategorie_podle_zemí|open_handset_alliance|státy_evropy|počítače|informatika|dějiny_podle_zemí|telekomunikace|21._století|nadnárodní_společnosti|věda|interdisciplinární_oblasti,"android_5:vzniklo_ve_21._století,open_handset_alliance,linuxové_distribuce,2014,počítačové_platformy,android_(operační_systém),google,vzniklo_2014,operační_systémy_pro_mobilní_zařízení|smart:nadnárodní_společnosti,německé_automobilky|recenze:věda|android:umělá_inteligence,roboti|lollipop:vzniklo_ve_21._století,open_handset_alliance,linuxové_distribuce,2014,počítačové_platformy,android_(operační_systém),google,vzniklo_2014,operační_systémy_pro_mobilní_zařízení|vodafone:nadnárodní_společnosti|ani:dějiny_podle_zemí,dějiny_turecka,turecko","displej:počítače,informatika|android:informatika,věda,interdisciplinární_oblasti|android_5:open_handset_alliance,počítače,telekomunikace,21._století,nadnárodní_společnosti|vodafone:kategorie_podle_zemí,nadnárodní_společnosti|recenze:věda|telefon:počítače,telekomunikace|lollipop:open_handset_alliance,počítače,telekomunikace,21._století,nadnárodní_společnosti|smart:kategorie_podle_zemí,nadnárodní_společnosti|ani:kategorie_podle_zemí,státy_evropy,dějiny_podle_zemí"
103,176688316811_10153370958131812,176688316811,Vodafone CZ,"Popřáli a poděkovali jste dnes mamince? Radši jí zavolejte, smsku si nechte pro kamarády.",https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/11181848_10153370958131812_2056103430376164913_n.jpg?oh=e7bd2a3467f07a886b64dfd5fb6e6e57&oe=582EEB12,https://www.facebook.com/vodafoneCZ/photos/a.202414481811.133181.176688316811/10153370958131812/?type=3,2015-05-10T13:55:00+0000,added_photos,37,37,7,rodina|rodičovství,rodina|rodičovství,"maminka:rodina,rodičovství","maminka:rodina,rodičovství"
104,176688316811_10153373315356812,176688316811,Vodafone CZ,Chcípla vám baterka a nevydržíte bez mobilu? Pořiďte si záchrannou sadu pro chvíle největší nouze :-),https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/11188676_10153373317101812_492114296_n.jpg?oh=bcb7f9a9b1f19e7b6ca326fb0b12626f&oe=57F65A0F,https://www.facebook.com/vodafoneCZ/videos/10153373315356812/,2015-05-11T16:14:05+0000,added_video,1831,1831,36,zahradnictví|mobilní_zařízení|elektronika|parky_a_zahrady|mobilní_telefonie,zahradnictví|parky_a_zahrady|zemědělství|elektrotechnika,"bez:zahradnictví|mobil:mobilní_zařízení,elektronika,mobilní_telefonie|sad:zahradnictví,parky_a_zahrady","bez:zahradnictví,parky_a_zahrady,zemědělství|mobil:elektrotechnika|sad:zahradnictví,parky_a_zahrady,zemědělství"
105,176688316811_10153379087146812,176688316811,Vodafone CZ,"Neustále zrychlujeme a LTE pro vás vysíláme už ze 3000 vysílačů! Podívejte se, kde můžete frčet na rychlém 4G LTE: http://tam.je/pokryti",https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/13485_10153379087146812_4487380186511578443_n.png?oh=6b7ca95e463b474cc3beb21112b4cf8c&oe=58313216,https://www.facebook.com/vodafoneCZ/photos/a.202414481811.133181.176688316811/10153379087146812/?type=3,2015-05-14T13:00:02+0000,added_photos,93,93,57,unix|svobodný_software,software|software_podle_licence|svobodný_software|operační_systémy,"kde:unix,svobodný_software","kde:software,software_podle_licence,svobodný_software,operační_systémy"
